image_id,image_path,caption_1,caption_2,caption_3,caption_4,caption_5
img_00078,/app/MCC225/Semana7/data/processed/images/imagen_00078.jpg,A boy sitting down smiling for the picture .,A child holding some shoes .,A child in blue and wearing a hat smiles .,A young boy smiling and holding sandals .,The boy is wearing a hat and holding sandals .
img_00079,/app/MCC225/Semana7/data/processed/images/imagen_00079.jpg,A black dog and a woman in a red shirt playing tug of war .,A dog is pulling on one end of a rope and a girl is pulling on the other .,A woman plays tug-of-war with her black dog in a brown landscape surrounded by trees .,A woman plays with her rottweiler dog outside .,A woman and a dog playing outside
img_00080,/app/MCC225/Semana7/data/processed/images/imagen_00080.jpg,A group of people surf on a very large wave .,a group of surfers catching a wave,People surfing and attempting to surf in the ocean on a big wave .,Several people are surfing on a wave in the sea .,Surfers on a huge ocean wave at sunset .
img_00081,/app/MCC225/Semana7/data/processed/images/imagen_00081.jpg,A man rides a bike on a dirt path .,A person biking through the woods .,A person dirtbikes along a muddy trail .,Dirt bike rider riding down the slope .,Person rides a dirt bike down a dirt hill .
img_00082,/app/MCC225/Semana7/data/processed/images/imagen_00082.jpg,There are two women crossing the street in front of two buses .,Two women in headwraps are hurrying past buses .,Two women walk in front of a bus to cross the road .,Two women walk on the street in front of two buses .,Two women with their heads covered crossing the road in front of buses .
img_00083,/app/MCC225/Semana7/data/processed/images/imagen_00083.jpg,A group of people walk down a city street at night .,A group of people walking down the street with one on the phone in a green hat .,"Four people are walking along a city sidewalk , while the one in the green hat talks on a cellphone .",Four people are walking on a sidewalk .,four people walk down a sidewalk at night
img_00084,/app/MCC225/Semana7/data/processed/images/imagen_00084.jpg,A skateboarder is jumping almost as high as a building .,A snowboarder jumping off a tall brick building .,a snowboarder jumps over a pile of snow .,Snowboarder jumps off rail over snowpile .,The snowboarder is doing a stunt high in the air at night .
img_00085,/app/MCC225/Semana7/data/processed/images/imagen_00085.jpg,A man in a red soccer uniform getting ready to kick the ball .,A man in a red uniform plays in a soccer game .,A man in a red uniform runs towards a soccer ball on a field .,"A player in a red uniform gets ready to kick the ball during a soccer match , as the crowd watches .",A soccer player in red uniform runs after a soccer ball .
img_00086,/app/MCC225/Semana7/data/processed/images/imagen_00086.jpg,A boy cheerleader has a girl cheerleader on his knee .,A female cheerleader sits on the knee of a male cheerleader .,cheerleaders taking a break,The cheerleader in red and white is sitting on the knee of a man also wearing red and white .,Two cheerleaders are sitting at a football game .
img_00087,/app/MCC225/Semana7/data/processed/images/imagen_00087.jpg,A driver is at the wheel of a race car .,A man inside a red race car gives a thumbs up sign .,A man is in a red race car while another man is at the back of it .,A man is smiling whilst sitting inside a red racing car .,A race car driver smiles and gives the thumbs up before a race .
img_00088,/app/MCC225/Semana7/data/processed/images/imagen_00088.jpg,A girl wearing white polka dots and black boots walks and a woman in a blue outfit hurridly walks behind her .,A hip young woman down the street with a woman in a kimono walks behind her .,A woman in boots with a big purse walks down the street followed by a woman in blue .,a woman walks with her big purse .,Women walk down the street .
img_00089,/app/MCC225/Semana7/data/processed/images/imagen_00089.jpg,A man and woman walk away from the camera as a redheaded man walks in the other direction .,"Pedestrians walk on a sidewalk next to a grassy , wooded field .",People are walking around a park area .,People meandering around in a grassy area with trees .,Young adults dressed casually walk around in a field .
img_00090,/app/MCC225/Semana7/data/processed/images/imagen_00090.jpg,A blonde woman in blue shorts walks on the beach carrying her shoes .,A woman in blue shorts is carrying her shoes whilst walking on the beach next to the ocean .,Blond woman with blue shorts walks along beach carrying shoes in one hand .,Woman carrying her shoes on a beach .,Woman in blue shorts walking barefoot on the beach
img_00091,/app/MCC225/Semana7/data/processed/images/imagen_00091.jpg,A cute puppy fetches a yellow ring chew toy in the yard .,A puppy is running across the grass with a yellow toy in its mouth .,A tan dog is running through the grass with a yellow toy in its mouth .,A tan dog with a red collar runs with a yellow toy in its mouth .,Fluffy golden puppy holding yellow rings in mouth while running through grass
img_00092,/app/MCC225/Semana7/data/processed/images/imagen_00092.jpg,a boy in blue shirt splashing in water under a dock,A laughing girl holding a bucket splashes in the ocean,A young girl plays under a pier with a blue bucket .,Girls with a blue bucket is playing and splashing in the ocean water .,The girl with the blue bucket splashes beneath the pier .
img_00093,/app/MCC225/Semana7/data/processed/images/imagen_00093.jpg,A little girl dances in a room with balloons on the floor .,A young girl dancing in her socks on a wooden floor strewn with pink balloons .,"Child with pink strings on head dancing surrounded by confetti , balloons .",Little Girl in brown shirt and bluejean skirt dances on wood floor .,The blond girl is dancing inside a house .
img_00094,/app/MCC225/Semana7/data/processed/images/imagen_00094.jpg,A lady and her little girl are holding hands and walking up the sidewalk .,A mother and child run hand in hand through Chinatown in an American City .,a woman and a child both wearing red outfits walking up a street,Child in red holding the hand of person in red coat walking on sidewalk under awnings .,woman and little girl wearing red in Asian area
img_00095,/app/MCC225/Semana7/data/processed/images/imagen_00095.jpg,a boy in a blue shirt is walking along a tan and blue wall,A boy in stripes walking along a ledge .,a boy scales the wall .,A child in a striped shirt is walking along a wall .,Boy in striped t-shirt walking along a ledge .
img_00096,/app/MCC225/Semana7/data/processed/images/imagen_00096.jpg,A tent is being set up on the ice .,Two men are about to enter an ice fishing tent on a snow covered lake .,two men setting up a blue ice fishing hut on an iced over lake,"Two men , standing on an ice , looking into something covered with a blue tarp .",Two people standing outside a blue tent structure on a snowy surface .
img_00097,/app/MCC225/Semana7/data/processed/images/imagen_00097.jpg,A few girls with green foam statue of liberty hats on a train,Some young adults are wearing green foam statute of liberty crowns .,Some young people take photos of each other while in New York .,Three woman with statue of liberty hats and taking a picture .,Two woman wearing statue of liberty hats get their picture taken in a subway .
img_00098,/app/MCC225/Semana7/data/processed/images/imagen_00098.jpg,Two brown dogs are playing with a red ball .,Two brown dogs fight over a red ball while playing in the grass .,Two brown dogs run over the grass carrying a red toy .,Two daschunds play with a red ball,Two little wiener dogs are running on the grass carrying a red ball between them .
img_00099,/app/MCC225/Semana7/data/processed/images/imagen_00099.jpg,A boy baseball player in a green and yellow jersey leaps for the ball .,A boy chasing a baseball .,A little boy playing baseball goes for the ball on the ground .,A young boy dives to catch the ball during a baseball game .,The boy in the green and yellow shirt has a glove on and is going towards the ball .
img_00100,/app/MCC225/Semana7/data/processed/images/imagen_00100.jpg,A group of climbers begin up a sheer rock face .,A group of rock climbers climb a rock wall in a forest .,Many people are climbing the mountain surrounded by pretty green trees .,People at a distance trying to climb a cliff .,"The flat side of a large , rocky mountain ."
img_00101,/app/MCC225/Semana7/data/processed/images/imagen_00101.jpg,A child sits in a plastic toy car .,A little kid in a toy car .,Small girl riding in play car .,There is a child in a red and yellow toy car .,The small child is sitting in a red and yellow toy car .
img_00102,/app/MCC225/Semana7/data/processed/images/imagen_00102.jpg,"two girls hold up a card reading "" know what this is "" ?",Two kids smiling and holding a card .,"Two people pose for a picure holding a card that says "" know what this is ? """,Two people smile at the camera while holding a sign .,Two teenage girls hold a card referring to periods as they smile .
img_00103,/app/MCC225/Semana7/data/processed/images/imagen_00103.jpg,"A dog runs holding a yellow dog toy in fall , bench in the background .",A dog runs with a yellow toy in its mouth .,a tan dog running through the grass with a toy in his mouth .,The brown dog is running through the grass with a yellow toy in its mouth .,The tan colored dog has a yellow toy in its mouth .
img_00104,/app/MCC225/Semana7/data/processed/images/imagen_00104.jpg,a blond girl in a pink bathing suit running through the sprinklers,A girl in pink runs through a sprinkler .,A girl runs through sprinklers on a lawn .,A little girl in pink in running through a sprinkler .,A little girl wearing a pink dress is running across the grass .
img_00105,/app/MCC225/Semana7/data/processed/images/imagen_00105.jpg,A child is sliding into a small pool .,A girl in a child 's swimming pool .,a little girl is sliding down a short slide into an inflatable paddling pool .,Girl splashing in kiddie pool,The dark-haired girl is sliding into a white kiddie pool .
img_00106,/app/MCC225/Semana7/data/processed/images/imagen_00106.jpg,A lone snowboarder wearing a white jacket jumping into the air on the snowy mountains .,A snowboarder flies through the air in front of leafless trees .,a snowboarder gets some air .,A snowboarder in green pants and a white jacket is jumping high in the air .,Someone in green pants is on a white snowboard in the air .
img_00107,/app/MCC225/Semana7/data/processed/images/imagen_00107.jpg,A boy being pulled on a shovel .,A happy child play in the scoop of a shovel by a chair in a grassy backyard .,A little boy in red flowered shorts is sitting on a shovel .,A little boy smiling and riding in a shovel .,Small boy in red shorts with blue flowers sitting on shovel in the grass near a tan chair .
img_00108,/app/MCC225/Semana7/data/processed/images/imagen_00108.jpg,A person is standing on a brick ledge taking a picture of something in the distance .,A woman takes a photograph .,A woman with long hair pointing her camera skyward as she stands on a brick wall .,The woman is holding a camera and standing on a brick wall .,Woman standing on a brick wall and taking a picture
img_00109,/app/MCC225/Semana7/data/processed/images/imagen_00109.jpg,A black dog and a brown dog with a yellow foam soccer ball toy on a grassy field,A brown dog and a black dog playing with a yellow soccer ball .,"Two dogs on a lawn play with a plastic toy , in a distorted photograph .","Two dogs , one brown one black with a yellow toy , black dog has mouth open and brown dog has the toy .",Two dogs run to catch a yellow soccer ball .
img_00110,/app/MCC225/Semana7/data/processed/images/imagen_00110.jpg,a little girl ends up at the bottom of the slide .,a little girl is just reaching the bottom of a playground slide,A little girl lands at the bottom of a slide .,A young girl reaches the bottom of a slide .,a young girl sliding down a tan plastic slide
img_00111,/app/MCC225/Semana7/data/processed/images/imagen_00111.jpg,A man dressed in a green jacket is playing piano while a woman sings .,"A man is sitting in front of a harpsichord , and a woman is preparing to sing .",A person playing the piano with a singer nearby .,A pianist and a singer are ready to perform .,The man in the green jacket is playing the piano next to a woman who is by a music stand .
img_00112,/app/MCC225/Semana7/data/processed/images/imagen_00112.jpg,A big black dog bares its teeth while running through the snow .,A black dog is running through the snow .,A black dog is running through the snow .,A black dog with his mouth open and tongue out runs across an expanse of snow .,Black dog runs through snow .
img_00113,/app/MCC225/Semana7/data/processed/images/imagen_00113.jpg,A curly haired woman plays the violin .,A red haired woman is holding a violin and boe .,A woman is playing a violin while surrounded by transparent walls and pictures .,A woman playing the violin with posters in the background .,The woman is holding a violin .
img_00114,/app/MCC225/Semana7/data/processed/images/imagen_00114.jpg,An elderly woman is wearing a pink striped shirt .,an older woman in a pink striped shirt,An older woman with a striped shirt rubbing her chin .,"A woman in a pink striped shirt , with her hand up .",Older lady is appears to be getting ready to cover her mouth .
img_00115,/app/MCC225/Semana7/data/processed/images/imagen_00115.jpg,a boy carries a teenager on his back .,A boy struggles to carry a girl on his back .,A person wearing a black shirt is getting a piggy-back ride from a person wearing a black t-shirt walkng on a paved path in the woods .,A teenage boy gives another teenage boy a piggy back ride in a forest .,The boy is carrying the other boy .
img_00116,/app/MCC225/Semana7/data/processed/images/imagen_00116.jpg,a man wears a red bandanna,A man with a head covering .,"An man wearing an Arab scarf , with another man in the background .",A white man in a turban .,Man with facial hair wearing red and white Palestinian style headscarf .
img_00117,/app/MCC225/Semana7/data/processed/images/imagen_00117.jpg,A grey bird stands majestically on a beach while waves roll in .,A large bird stands in the water on the beach .,A tall bird is standing on the sand beside the ocean .,A water bird standing at the ocean 's edge .,A white crane stands tall as it looks out upon the ocean .
img_00118,/app/MCC225/Semana7/data/processed/images/imagen_00118.jpg,A boy hanging onto a pole .,A kid in a green shirt playing in the park,A little kid swings on a pole at a playground .,The boy in the green shirt swings with one arm on the silver pole .,The boy is swinging on a pole at the beach .
img_00119,/app/MCC225/Semana7/data/processed/images/imagen_00119.jpg,a girl wearing pink bounces on a bed,A little girl in a pink leotard is jumping and landing in a straddle split on a blue bed .,A young girl jumping with her mouth open .,Little girl in a pink Hello Kitty shirt is jumping .,The girl in pink does a midair leg splits .
img_00120,/app/MCC225/Semana7/data/processed/images/imagen_00120.jpg,A boy takes a jump on his skateboard while another boy with a skateboard watches .,A child is performing a skateboard trick while another child with a skateboard leans on a wall .,A little boy skateboarder is doing a trick on his board while another young skateboarder watches .,a young boy skateboarder jumping on a platform on a skateboard .,Two skateboarders .
img_00121,/app/MCC225/Semana7/data/processed/images/imagen_00121.jpg,A black and white bird eating seeds out of someone 's hand,A black and white bird standing on a hand .,A small bird sits in a person 's hand and eats seeds .,Black and white bird standing on hand of someone holding sunflower seeds,The small bird is clinging to a finger of the hand holding the seeds .
img_00122,/app/MCC225/Semana7/data/processed/images/imagen_00122.jpg,A guy tries to climb a stone cliff while his friend helps him .,A man in a red shirt climbs a rock while another man stands behind to help him .,A man in a red shirt is learning how to climb a cliff .,A man in brown is helping a man in red climb a rock .,A man wearing a brown sweatshirt helps a man in red climb a rock .
img_00123,/app/MCC225/Semana7/data/processed/images/imagen_00123.jpg,A bicycle rider flies over a hill while a competitor is not far behind .,A dirt bike racer jumping off a hill with another racer not far behind .,A motocross rider is slightly airborne on a competition circuit jump .,A person is riding a dirt bike in a race on a dirt track .,Dirtbike rider jumps over a hill of a racetrack .
img_00124,/app/MCC225/Semana7/data/processed/images/imagen_00124.jpg,A crowd is standing and cheering at a football game .,A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red .,A football player is grabbing the ankle of another player who is holding the ball .,An Oklahoma football player is about to score .,The fans at a football game cheer while the player runs towards the endzone .
img_00125,/app/MCC225/Semana7/data/processed/images/imagen_00125.jpg,An athlete performs the high jump .,A woman athlete launching herself over the bar during a pole vault .,A woman is black is pole vaulting .,A woman pole vaulter upside down as she attempts the vault .,a woman with her feet in the air about to do pole vaulting
img_00126,/app/MCC225/Semana7/data/processed/images/imagen_00126.jpg,a lone skier jumping on the side of a snowy mountain .,a skier jumps over a gap .,A skier doing a flip while jumping .,The skier does a flip .,The skier does a high flip over snow in the mountains .
img_00127,/app/MCC225/Semana7/data/processed/images/imagen_00127.jpg,A black and brown dog is jumping on blocks of concrete in the water .,A black dog carefully crosses over some water .,Black dog looking at his reflection in the water .,Black dog near a dock looks into murky water,the black dog jumps on a cinderblock .
img_00128,/app/MCC225/Semana7/data/processed/images/imagen_00128.jpg,a black dog has caught a bird in its mouth .,A black dog in tall grass with a bird in its mouth .,A black dog standing in a field is holding a bird in his mouth .,"Black retriever stands in the grass , holding a bird in its mouth .",The black dog in the field has something in its mouth .
img_00129,/app/MCC225/Semana7/data/processed/images/imagen_00129.jpg,A little girl in pajamas runs down a hall with hardwood floors .,A little girl is running down a hardwood floored hallway .,A little girl running down a brighly lit hallway .,A toddler is running down a hallway .,A young girl runs down a hallway with wooden floors .
img_00130,/app/MCC225/Semana7/data/processed/images/imagen_00130.jpg,A bunch of children sitting in chairs and standing on wooden floors .,"A group of children sit , stand , and kneel along a wall .",A group of children sitting on folding chairs and playing .,a young group of children sitting in a row against the wall .,The kids talking while sitting on a row of chairs along the wall .
img_00131,/app/MCC225/Semana7/data/processed/images/imagen_00131.jpg,A dog in a snowy area .,A spotted dog catching a ball on a snowy field .,A white and brown spotted dog runs along the snow to catch a ball .,A white dog is running fast on a trail covered by snow .,The brown and white dog is playing in the snow .
img_00132,/app/MCC225/Semana7/data/processed/images/imagen_00132.jpg,A bunch on people are seated in a stadium .,A crowded stadium is full of people watching an event .,A crowd of people fill up a packed stadium .,A crowd sitting in an indoor stadium .,A stadium full of people watch a game .
img_00133,/app/MCC225/Semana7/data/processed/images/imagen_00133.jpg,A black dog running with a stuffed bird in its mouth and another dog chasing it .,A brown dig and black dog are playing with a stuffed toy .,A brown dog with a toy duck in its mouth runs through snow while a black dog chases it,Dog running with pet toy being chased by another dog .,The brown dog is being chased by a black dog while holding a small toy in his mouth .
img_00134,/app/MCC225/Semana7/data/processed/images/imagen_00134.jpg,A man skis while wearing a parachute .,A parachute skier lifting off from the ground .,"A person attached to a parasail and wearing equipment on his feet is suspended in midair over a snowy landscape , while silhouetted against a sunny , blue sky .",A person gliding on a parachute in the air .,"They are gliding through the air , backed by a low sun ."
img_00135,/app/MCC225/Semana7/data/processed/images/imagen_00135.jpg,A man skateboarding on the side of steps,A man slides down a railing while another shines a light on him .,A person taking a picture of someone skating down a railing at night .,A skateboarder slides down a stair rail in the dark .,a young man sliiding down a railing near some stairs
img_00136,/app/MCC225/Semana7/data/processed/images/imagen_00136.jpg,A group of four children wearing pajamas have a pillow fight .,A group of kids have a pillow-fight .,A group of young children playing pillow fight on a bed .,Children having a pillow fight .,Four children are having a pillow fight .
img_00137,/app/MCC225/Semana7/data/processed/images/imagen_00137.jpg,"A large , white bird skates across the top of some water .",A white bird with a long neck flying low over the water,The large white bird grazes the water .,White bird in water preparing to fly .,White bird starting to take flight from a lake .
img_00138,/app/MCC225/Semana7/data/processed/images/imagen_00138.jpg,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background .,"Two dogs , one brown and the other black , play in the surf in the shallow ocean water .",Two dogs playing in the waves .,two dogs play in the water .,Two dogs stand back to back in the ocean .
img_00139,/app/MCC225/Semana7/data/processed/images/imagen_00139.jpg,A black man in white shorts and a white man in black shorts boxing .,Black and white man boxing .,Two boxers are fighting .,Two men box .,Two men boxing in a match .
img_00140,/app/MCC225/Semana7/data/processed/images/imagen_00140.jpg,A woman holding a baby and making faces at it .,A woman holding a baby up and making a funny face,A woman makes faces at a small child .,The man wearing glasses holds a baby wearing blue .,the woman is making faces at the baby that she is holding .
img_00141,/app/MCC225/Semana7/data/processed/images/imagen_00141.jpg,The dogs are behind the fence .,Three dogs are behind a rusty fence as one barks .,Two dogs are in a fence and one is barking .,Two dogs are looking through a rusty wire fence .,two dogs bark behind a fence .
img_00142,/app/MCC225/Semana7/data/processed/images/imagen_00142.jpg,A little girl holds the water hose for the dog to drink from .,A little girl is holding up a yellow water hose and water is pouring out and the big brown dog is drinking the water .,"A young girl holds a running water hose , from which a brown dog next to her is drinking .",the dog is drinking the water being squirted from the hose by the little girl .,The little girl is holding a yellow hose for a brown dog .
img_00143,/app/MCC225/Semana7/data/processed/images/imagen_00143.jpg,A boy and girl in swimwear and arm floaters,"a little boy and a little girl wearing water wings are running on a path beside a black fence ,",A little boy and girl in their swimsuits wearing arm floats .,The boy and girl are playing with arm floats on .,Young boy and girl running with water wings on
img_00144,/app/MCC225/Semana7/data/processed/images/imagen_00144.jpg,A black dog is running very fast on a light brown ground .,A dog runs outside .,Black dog running fast on a field,Black dog running very fast .,Black dog running with his tongue out .
img_00145,/app/MCC225/Semana7/data/processed/images/imagen_00145.jpg,Lacrosse players struggling for control of the ball .,"Lone red team player breaks through two black team players , to hit the ball",Men play field hockey .,Men play some type of sport on the field with what looks like hockey sticks .,Three guys are going for the ball in a field hockey game .
img_00146,/app/MCC225/Semana7/data/processed/images/imagen_00146.jpg,"A man in all black is using a green bike to trick over a sign saying , "" Free Dinner "" .",A man is jumping on a green bicycle over a sign that says ' free dinner ' .,A man jumping a sign on his bike .,"A man on a bicycle is jumping over a sign that says "" free dinner "" .",boy on bike jumping over a sign
img_00147,/app/MCC225/Semana7/data/processed/images/imagen_00147.jpg,A kid doing a trick on a skateboard .,A man jumps off of his skateboard on the top of a cement ramp .,a skateboarder jumps .,Person doing a trick on a skateboard in a skate park while people watch .,The skateboarder prepares to wipeout .
img_00148,/app/MCC225/Semana7/data/processed/images/imagen_00148.jpg,A girl and guy holding signs and hugging .,A man and a woman hugging .,A man holding a sign and a blonde woman are embracing outdoors .,A man in green holding a sign hugs a blond woman .,Man with sign hugging woman .
img_00149,/app/MCC225/Semana7/data/processed/images/imagen_00149.jpg,A boy dunks a basketball .,A boy dunks a basketball on a low hoop by the road .,A boy jumps up to make a basket in a basketball hoop .,"A boy with a basketball , leaping for the goal .",The teenage boy is dunking a basketball in a hoop .
img_00150,/app/MCC225/Semana7/data/processed/images/imagen_00150.jpg,A guy is grinding a rail over a tree on his snowboard .,A man snowboarding making a jump off a steel guardrail .,A snowboarder grinding up a homemade ramp .,a snowboarder is riding his board on ramp made from a piece of metal and a log .,The man is skateboarding over a log in the snow .
img_00151,/app/MCC225/Semana7/data/processed/images/imagen_00151.jpg,A big brown dog jumps into a swimming pool on the backyard .,A dog in mid-leap into a pool .,Brown dog jumping into the pool,The brown dog is jumping into the crystal-clear pool .,The large brown dog is jumping into a swimming pool .
img_00152,/app/MCC225/Semana7/data/processed/images/imagen_00152.jpg,a boy with his leg wrapped in blue tape,"A little boy with his leg covered in painters tape , his brother wearing a superman cape .",Boy with blue cast sits with a boy in an orange cape .,One boy has his leg wrapped in blue material and the other boy is wearing a red cape .,two kids playing super heroes
img_00153,/app/MCC225/Semana7/data/processed/images/imagen_00153.jpg,A person in an airplane .,A person sits inside a small plane on the ground .,a small jet takes off .,A small white plane with someone visible in the window is sitting on a runway .,"Small plane with spinning propeller on ground , pilot seen through windows ."
img_00154,/app/MCC225/Semana7/data/processed/images/imagen_00154.jpg,A dog goes headfirst into the long grass from the sand .,A dog is digging in the sand beneath some grass .,A light brown dog is poking his head into brush .,A tan dog digging a hole at the edge of the sand .,A yellow dog digs in the sand near grass .
img_00155,/app/MCC225/Semana7/data/processed/images/imagen_00155.jpg,A man and two women are inside a greenhouse holding gardening tools .,People tend a greenhouse with garden tools .,Three people in a green house .,Three young adults work in a greenhouse,Two women and a man smile at the camera with rakes in their hands standing in an unfinished greenhouse .
img_00156,/app/MCC225/Semana7/data/processed/images/imagen_00156.jpg,a boy with a fishing pole looking down on a lake,A little boy looks over the railing on the dock into the blue water .,A young boy in a red coat fishes off a pier and looks down at the water .,A young boy in a red jacket stands on a pier with a fishing pole and chair near him .,The boy wearing the red top is standing by a fishing rod looking over the jetty fence .
